accommodates,bedrooms,beds,bathrooms,rating,neighbourhood,room_type,bath_type,price
1,1.0,1.0,1.0,4.0,University District,Private room,shared,65.0
1,1.0,1.0,1.0,5.0,University District,Private room,shared,65.0
4,2.0,2.0,2.0,4.96,Alki,Entire home/apt,standard,220.0
2,1.0,1.0,1.0,4.91,Fremont,Entire home/apt,standard,88.0
2,1.0,1.0,2.0,5.0,Mid-Beacon Hill,Private room,shared,49.0
4,2.0,3.0,1.0,4.83,University District,Entire home/apt,standard,145.0
3,1.0,1.0,1.5,4.98,North Beacon Hill,Private room,standard,90.0
6,2.0,3.0,2.0,4.8,Broadway,Entire home/apt,standard,111.0
1,1.0,1.0,1.0,5.0,Greenwood,Private room,private,60.0
12,6.0,6.0,2.0,4.88,Brighton,Entire home/apt,standard,256.0
4,2.0,2.0,1.0,5.0,Wallingford,Entire home/apt,standard,133.0
5,3.0,3.0,2.0,5.0,Laurelhurst,Entire home/apt,standard,350.0
10,5.0,5.0,2.0,4.82,Minor,Entire home/apt,standard,278.0
6,3.0,3.0,2.0,4.0,South Lake Union,Entire home/apt,standard,360.0
4,2.0,2.0,1.0,3.5,Greenwood,Entire home/apt,standard,139.0
1,1.0,1.0,1.0,5.0,Broadway,Private room,private,111.0
2,1.0,1.0,1.0,4.61,Wallingford,Private room,shared,43.0
4,1.0,1.0,1.0,4.73,Broadway,Entire home/apt,standard,155.0
6,3.0,4.0,2.0,4.97,Minor,Entire home/apt,standard,180.0
5,2.0,3.0,2.0,4.92,North Beacon Hill,Entire home/apt,standard,171.0
8,4.0,4.0,2.5,4.94,North Beacon Hill,Entire home/apt,standard,186.0
3,1.0,4.0,1.0,5.0,Lower Queen Anne,Entire home/apt,standard,115.0
2,1.0,1.0,1.0,5.0,West Woodland,Entire home/apt,standard,83.0
6,2.0,3.0,2.0,4.78,North Beacon Hill,Entire home/apt,standard,94.0
2,1.0,1.0,1.0,4.58,Phinney Ridge,Private room,shared,43.0
2,1.0,1.0,1.0,4.65,Wallingford,Private room,private,41.0
4,0.0,2.0,1.0,5.0,Belltown,Entire home/apt,standard,89.0
2,1.0,1.0,1.0,4.0,Mid-Beacon Hill,Private room,shared,85.0
4,3.0,2.0,2.0,5.0,Fairmount Park,Entire home/apt,standard,312.0
2,1.0,1.0,1.0,4.9,Montlake,Entire home/apt,standard,92.0
3,1.0,2.0,1.0,4.88,Whittier Heights,Entire home/apt,standard,128.0
6,2.0,2.0,1.0,5.0,North Beacon Hill,Entire home/apt,standard,85.0
2,0.0,1.0,1.0,5.0,Lower Queen Anne,Entire home/apt,standard,75.0
2,1.0,2.0,1.0,5.0,Wallingford,Entire home/apt,standard,80.0
6,2.0,3.0,1.0,4.97,Ravenna,Entire home/apt,standard,105.0
8,3.0,3.0,2.0,4.92,Atlantic,Entire home/apt,standard,222.0
6,3.0,4.0,1.5,4.96,Green Lake,Entire home/apt,standard,176.0
2,1.0,1.0,1.0,5.0,Fremont,Entire home/apt,standard,120.0
2,1.0,1.0,1.0,4.65,Wallingford,Private room,shared,43.0
6,2.0,3.0,2.0,4.95,Belltown,Entire home/apt,standard,171.0
6,2.0,2.0,2.0,4.98,Broadway,Entire home/apt,standard,182.0
3,0.0,1.0,1.0,4.67,Pinehurst,Entire home/apt,standard,101.0
5,2.0,3.0,1.0,5.0,Greenwood,Entire home/apt,standard,122.0
2,1.0,2.0,1.0,4.75,Leschi,Entire home/apt,standard,89.0
6,4.0,4.0,3.0,4.71,Wallingford,Entire home/apt,standard,189.0
1,1.0,1.0,1.0,4.88,Phinney Ridge,Private room,private,70.0
2,1.0,1.0,1.0,4.67,Broadway,Entire home/apt,standard,43.0
7,1.0,5.0,1.0,4.97,Gatewood,Entire home/apt,standard,132.0
7,2.0,4.0,3.5,4.77,West Woodland,Entire home/apt,standard,113.0
2,1.0,1.0,1.0,4.71,Wallingford,Private room,shared,44.0
6,3.0,3.0,2.0,5.0,Montlake,Entire home/apt,standard,250.0
10,4.0,5.0,4.0,4.91,Broadway,Entire home/apt,standard,298.0
4,2.0,2.0,1.0,4.85,University District,Entire home/apt,standard,127.0
1,1.0,1.0,1.5,4.91,North College Park,Private room,shared,101.0
4,1.0,4.0,1.0,5.0,Broadway,Entire home/apt,standard,159.0
6,3.0,3.0,2.5,4.81,Adams,Entire home/apt,standard,254.0
1,1.0,1.0,1.0,4.92,Bitter Lake,Private room,shared,32.0
5,2.0,3.0,1.0,5.0,Greenwood,Entire home/apt,standard,193.0
4,2.0,2.0,1.0,5.0,Gatewood,Entire home/apt,standard,389.0
4,2.0,3.0,2.0,4.93,Belltown,Entire home/apt,standard,119.0
6,3.0,3.0,3.0,5.0,Green Lake,Entire home/apt,standard,302.0
6,3.0,4.0,3.0,4.95,Adams,Entire home/apt,standard,293.0
2,1.0,1.0,1.0,4.52,Columbia City,Entire home/apt,standard,75.0
6,2.0,3.0,2.0,4.96,Belltown,Entire home/apt,standard,149.0
2,1.0,1.0,1.0,5.0,Lower Queen Anne,Entire home/apt,standard,85.0
2,2.0,2.0,2.0,5.0,Columbia City,Entire home/apt,standard,90.0
8,2.0,4.0,2.0,4.81,Belltown,Entire home/apt,standard,145.0
3,1.0,2.0,1.0,4.83,Mount Baker,Entire home/apt,standard,98.0
2,1.0,1.0,1.0,4.25,Mid-Beacon Hill,Private room,shared,85.0
10,4.0,5.0,2.5,4.08,Mid-Beacon Hill,Entire home/apt,standard,400.0
2,1.0,1.0,1.0,5.0,Mid-Beacon Hill,Private room,shared,85.0
4,1.0,2.0,1.0,4.64,Mid-Beacon Hill,Private room,shared,120.0
12,4.0,6.0,4.0,5.0,Minor,Entire home/apt,standard,457.0
2,1.0,1.0,1.5,4.93,Atlantic,Private room,standard,56.0
6,2.0,3.0,1.0,4.79,Wedgwood,Entire home/apt,standard,87.0
7,4.0,5.0,3.0,4.91,Lawton Park,Entire home/apt,standard,282.0
3,1.0,2.0,1.0,5.0,Seward Park,Entire home/apt,standard,80.0
8,4.0,4.0,3.0,5.0,East Queen Anne,Entire home/apt,standard,550.0
4,1.0,2.0,1.0,4.64,Fremont,Private room,private,103.0
2,1.0,1.0,1.0,4.58,Fremont,Private room,private,103.0
6,2.0,3.0,1.0,5.0,Olympic Hills,Entire home/apt,standard,145.0
4,2.0,2.0,1.0,5.0,Minor,Entire home/apt,standard,186.0
2,1.0,1.0,1.0,4.8,North Delridge,Private room,private,94.0
4,2.0,2.0,1.5,5.0,Greenwood,Entire home/apt,standard,135.0
4,2.0,2.0,1.0,4.67,Greenwood,Entire home/apt,standard,95.0
7,3.0,4.0,2.5,4.71,Fremont,Entire home/apt,standard,114.0
3,1.0,2.0,1.0,4.86,Mount Baker,Private room,shared,48.0
2,1.0,1.0,1.0,4.86,Mount Baker,Private room,shared,46.0
4,1.0,2.0,1.0,4.94,Pike-Market,Entire home/apt,standard,163.0
2,1.0,1.0,1.0,5.0,Rainier Beach,Entire home/apt,standard,80.0
2,1.0,1.0,1.5,4.92,Meadowbrook,Entire home/apt,standard,111.0
9,3.0,5.0,2.0,4.81,Green Lake,Entire home/apt,standard,216.0
2,1.0,1.0,1.0,4.56,Greenwood,Private room,private,43.0
16,6.0,9.0,4.0,4.92,Green Lake,Entire home/apt,standard,408.0
4,1.0,2.0,1.0,4.82,Rainier View,Entire home/apt,standard,115.0
8,3.0,4.0,2.0,4.93,Atlantic,Entire home/apt,standard,222.0
4,2.0,2.0,1.0,4.92,Mount Baker,Entire home/apt,standard,194.0
6,3.0,5.0,2.5,4.15,Mann,Entire home/apt,standard,188.0
8,3.0,3.0,2.0,5.0,Atlantic,Entire home/apt,standard,286.0
1,1.0,1.0,1.0,5.0,Roosevelt,Private room,private,80.0
3,0.0,1.0,1.0,4.93,Broadway,Entire home/apt,standard,65.0
2,1.0,1.0,1.0,5.0,Alki,Entire home/apt,standard,190.0
2,1.0,1.0,1.0,4.88,North Queen Anne,Entire home/apt,standard,92.0
6,2.0,3.0,2.0,4.71,Pike-Market,Entire home/apt,standard,192.0
2,1.0,1.0,1.0,4.94,Wallingford,Entire home/apt,standard,120.0
6,2.0,3.0,1.0,5.0,Alki,Entire home/apt,standard,203.0
4,2.0,2.0,2.0,4.98,Broadway,Entire home/apt,standard,126.0
2,1.0,1.0,1.5,5.0,South Lake Union,Entire home/apt,standard,103.0
6,3.0,3.0,2.0,4.95,Green Lake,Entire home/apt,standard,279.0
2,0.0,1.0,1.0,4.0,Haller Lake,Entire home/apt,standard,70.0
4,1.0,1.0,1.0,4.53,University District,Entire home/apt,standard,154.0
6,3.0,3.0,1.0,5.0,Wallingford,Entire home/apt,standard,235.0
6,2.0,3.0,1.0,4.87,Wallingford,Entire home/apt,standard,226.0
4,1.0,2.0,1.0,5.0,Wallingford,Entire home/apt,standard,219.0
16,6.0,8.0,3.0,5.0,Wallingford,Entire home/apt,standard,337.0
2,1.0,1.0,1.0,4.65,University District,Private room,shared,46.0
4,2.0,2.0,3.5,5.0,Mount Baker,Entire home/apt,standard,595.0
2,1.0,1.0,1.0,5.0,Leschi,Private room,shared,47.0
6,2.0,3.0,2.0,4.98,Minor,Entire home/apt,standard,162.0
6,2.0,3.0,1.5,5.0,Wedgwood,Entire home/apt,standard,271.0
6,3.0,3.0,2.0,5.0,Riverview,Entire home/apt,standard,177.0
3,1.0,1.0,1.0,4.75,Broadview,Private room,shared,115.0
2,1.0,1.0,1.0,4.46,East Queen Anne,Entire home/apt,standard,110.0
6,2.0,3.0,1.5,4.87,Belltown,Entire home/apt,standard,183.0
4,1.0,2.0,1.0,4.98,Loyal Heights,Entire home/apt,standard,145.0
2,1.0,1.0,1.0,4.68,Stevens,Entire home/apt,standard,85.0
2,1.0,1.0,1.0,4.57,Stevens,Entire home/apt,standard,77.0
1,1.0,2.0,1.0,5.0,First Hill,Entire home/apt,standard,98.0
2,0.0,1.0,1.0,4.96,Belltown,Entire home/apt,standard,102.0
8,3.0,4.0,2.5,5.0,Adams,Entire home/apt,standard,227.0
9,3.0,6.0,2.0,4.95,South Delridge,Entire home/apt,standard,260.0
6,2.0,4.0,1.0,4.91,Belltown,Entire home/apt,standard,148.0
4,1.0,2.0,1.0,4.85,Belltown,Entire home/apt,standard,102.0
4,1.0,1.0,1.0,5.0,Madrona,Entire home/apt,standard,243.0
6,2.0,3.0,2.0,4.73,Broadway,Entire home/apt,standard,132.0
1,1.0,1.0,3.0,5.0,University District,Private room,shared,35.0
2,1.0,1.0,1.0,5.0,Bitter Lake,Private room,private,40.0
2,1.0,1.0,1.0,5.0,Highland Park,Entire home/apt,standard,120.0
2,1.0,1.0,1.0,4.95,Highland Park,Entire home/apt,standard,115.0
8,3.0,4.0,2.5,4.75,West Woodland,Entire home/apt,standard,105.0
8,3.0,4.0,2.0,4.83,East Queen Anne,Entire home/apt,standard,120.0
4,2.0,3.0,2.0,5.0,South Lake Union,Entire home/apt,standard,429.0
6,3.0,4.0,2.0,4.2,South Lake Union,Entire home/apt,standard,439.0
3,0.0,2.0,1.0,4.33,Broadway,Entire home/apt,standard,100.0
8,4.0,4.0,2.0,4.8,Meadowbrook,Entire home/apt,standard,160.0
4,1.0,1.0,1.0,5.0,Whittier Heights,Entire home/apt,standard,143.0
3,0.0,1.0,1.0,4.77,Broadway,Entire home/apt,standard,70.0
12,6.0,6.0,6.0,5.0,Adams,Entire home/apt,standard,911.0
6,3.0,4.0,2.0,4.55,Fremont,Entire home/apt,standard,178.0
5,2.0,2.0,2.0,4.83,Belltown,Entire home/apt,standard,237.0
2,0.0,1.0,1.0,4.7,University District,Entire home/apt,standard,66.0
2,1.0,1.0,3.0,5.0,University District,Private room,shared,40.0
10,4.0,5.0,3.5,4.94,View Ridge,Entire home/apt,standard,356.0
4,1.0,2.0,1.0,4.75,Broadway,Entire home/apt,standard,118.0
2,1.0,1.0,1.0,4.95,Fremont,Entire home/apt,standard,128.0
10,4.0,6.0,2.5,5.0,Alki,Entire home/apt,standard,852.0
3,1.0,1.0,1.0,5.0,Mann,Entire home/apt,standard,108.0
8,3.0,4.0,2.0,4.85,Madrona,Entire home/apt,standard,218.0
2,1.0,1.0,1.5,5.0,Leschi,Entire home/apt,standard,169.0
4,1.0,2.0,1.0,5.0,Pike-Market,Entire home/apt,standard,200.0
12,5.0,6.0,2.0,5.0,Wallingford,Entire home/apt,standard,303.0
2,1.0,1.0,1.0,4.77,Fauntleroy,Private room,standard,55.0
10,5.0,5.0,3.5,5.0,Seward Park,Entire home/apt,standard,404.0
6,2.0,2.0,1.0,5.0,Whittier Heights,Entire home/apt,standard,167.0
8,3.0,4.0,2.0,5.0,Fremont,Entire home/apt,standard,499.0
4,2.0,2.0,2.0,4.85,Alki,Entire home/apt,standard,209.0
2,0.0,1.0,1.0,4.83,University District,Entire home/apt,standard,77.0
1,1.0,1.0,1.0,4.96,Bitter Lake,Private room,shared,32.0
2,1.0,1.0,4.0,5.0,University District,Private room,standard,45.0
6,2.0,2.0,1.0,4.92,Mount Baker,Entire home/apt,standard,58.0
4,2.0,2.0,1.0,4.47,North Queen Anne,Entire home/apt,standard,115.0
6,3.0,3.0,2.5,5.0,View Ridge,Entire home/apt,standard,183.0
2,1.0,1.0,1.0,5.0,Broadway,Entire home/apt,standard,118.0
5,3.0,3.0,1.0,5.0,Highland Park,Private room,private,86.0
4,2.0,2.0,2.0,4.81,North Delridge,Entire home/apt,standard,113.0
4,2.0,2.0,2.0,5.0,Atlantic,Entire home/apt,standard,152.0
3,0.0,1.0,1.0,4.94,North Beach/Blue Ridge,Entire home/apt,standard,102.0
1,1.0,1.0,3.0,5.0,University District,Private room,shared,40.0
5,2.0,2.0,2.0,5.0,Atlantic,Entire home/apt,standard,220.0
6,3.0,3.0,2.5,4.7,Stevens,Entire home/apt,standard,145.0
2,1.0,1.0,1.0,4.0,Yesler Terrace,Entire home/apt,standard,85.0
4,2.0,2.0,1.0,4.94,Green Lake,Entire home/apt,standard,125.0
2,1.0,1.0,1.0,4.91,North Beacon Hill,Entire home/apt,standard,140.0
6,3.0,2.0,1.0,4.7,Georgetown,Entire home/apt,standard,161.0
4,1.0,2.0,1.0,4.83,Belltown,Entire home/apt,standard,102.0
2,1.0,1.0,1.0,4.67,Minor,Private room,private,100.0
2,0.0,1.0,1.0,4.82,University District,Entire home/apt,standard,74.0
2,1.0,1.0,1.5,5.0,Minor,Private room,standard,86.0
2,1.0,1.0,1.0,5.0,North College Park,Private room,private,49.0
4,2.0,2.0,2.0,5.0,North Queen Anne,Entire home/apt,standard,130.0
6,3.0,3.0,2.5,5.0,Adams,Entire home/apt,standard,229.0
6,3.0,3.0,2.0,5.0,Stevens,Entire home/apt,standard,394.0
10,5.0,5.0,2.0,4.89,South Beacon Hill,Entire home/apt,standard,167.0
5,2.0,3.0,2.0,4.86,East Queen Anne,Entire home/apt,standard,292.0
8,3.0,5.0,1.5,4.71,West Queen Anne,Entire home/apt,standard,149.0
3,2.0,2.0,1.0,5.0,North Delridge,Entire home/apt,standard,100.0
3,1.0,1.0,1.0,5.0,Wallingford,Entire home/apt,standard,107.0
4,2.0,2.0,1.0,5.0,North Delridge,Entire home/apt,standard,583.0
2,1.0,1.0,1.0,4.42,Adams,Entire home/apt,standard,102.0
3,1.0,1.0,1.0,4.0,First Hill,Entire home/apt,standard,80.0
3,1.0,1.0,1.0,4.5,First Hill,Entire home/apt,standard,80.0
11,4.0,6.0,3.0,5.0,Minor,Entire home/apt,standard,274.0
6,2.0,5.0,1.0,4.89,Broadway,Entire home/apt,standard,139.0
3,0.0,2.0,1.0,5.0,Phinney Ridge,Entire home/apt,standard,105.0
7,3.0,4.0,2.0,4.91,Fremont,Entire home/apt,standard,164.0
6,2.0,4.0,2.0,4.96,East Queen Anne,Entire home/apt,standard,217.0
5,2.0,3.0,1.0,4.92,Minor,Entire home/apt,standard,115.0
16,6.0,9.0,4.0,4.92,Minor,Entire home/apt,standard,459.0
2,1.0,1.0,1.0,5.0,Ravenna,Entire home/apt,standard,97.0
2,1.0,1.0,1.0,5.0,Atlantic,Entire home/apt,standard,79.0
2,0.0,1.0,1.0,4.87,Yesler Terrace,Entire home/apt,standard,85.0
2,1.0,1.0,1.0,4.67,Columbia City,Entire home/apt,standard,91.0
3,1.0,2.0,1.0,5.0,Meadowbrook,Entire home/apt,standard,108.0
2,1.0,1.0,1.5,5.0,North Delridge,Entire home/apt,standard,113.0
5,2.0,3.0,1.0,5.0,Ravenna,Entire home/apt,standard,150.0
5,3.0,3.0,2.0,4.94,Adams,Entire home/apt,standard,186.0
2,1.0,1.0,1.0,4.97,Gatewood,Private room,private,73.0
5,2.0,3.0,2.0,4.95,East Queen Anne,Entire home/apt,standard,276.0
4,1.0,2.0,1.0,4.92,Fremont,Entire home/apt,standard,91.0
2,0.0,1.0,1.0,4.87,Mann,Entire home/apt,standard,70.0
1,1.0,1.0,1.0,4.8,South Park,Private room,shared,99.0
2,1.0,1.0,1.5,4.8,North Queen Anne,Entire home/apt,standard,105.0
5,1.0,2.0,1.0,5.0,Columbia City,Entire home/apt,standard,165.0
1,1.0,1.0,1.0,4.91,Briarcliff,Private room,private,101.0
7,3.0,3.0,2.0,4.75,West Queen Anne,Entire home/apt,standard,148.0
2,1.0,2.0,1.0,4.92,Stevens,Entire home/apt,standard,117.0
4,2.0,2.0,1.0,4.66,Whittier Heights,Entire home/apt,standard,149.0
4,2.0,2.0,1.0,4.85,North Beacon Hill,Entire home/apt,standard,135.0
4,2.0,2.0,1.0,5.0,Genesee,Entire home/apt,standard,139.0
4,2.0,2.0,2.0,4.75,Pinehurst,Entire home/apt,standard,178.0
4,0.0,1.0,1.0,4.98,Belltown,Entire home/apt,standard,157.0
6,2.0,3.0,2.0,5.0,Fremont,Entire home/apt,standard,201.0
6,3.0,3.0,2.0,5.0,Broadway,Entire home/apt,standard,225.0
8,3.0,4.0,3.0,4.88,Seaview,Entire home/apt,standard,325.0
6,2.0,3.0,2.0,4.71,Seward Park,Entire home/apt,standard,112.0
5,1.0,3.0,1.0,4.93,Ravenna,Entire home/apt,standard,106.0
3,1.0,1.0,1.0,4.92,Wallingford,Entire home/apt,standard,99.0
4,2.0,2.0,2.0,5.0,North Queen Anne,Entire home/apt,standard,170.0
16,6.0,9.0,2.0,4.5,Haller Lake,Entire home/apt,standard,489.0
7,2.0,4.0,2.0,4.88,North Beach/Blue Ridge,Entire home/apt,standard,195.0
2,1.0,1.0,1.0,4.87,Pinehurst,Entire home/apt,standard,79.0
6,2.0,2.0,1.0,4.8,Greenwood,Entire home/apt,standard,205.0
2,1.0,1.0,1.0,5.0,Whittier Heights,Entire home/apt,standard,163.0
14,6.0,7.0,4.0,5.0,Greenwood,Entire home/apt,standard,557.0
4,2.0,2.0,1.0,5.0,Loyal Heights,Private room,shared,110.0
6,3.0,3.0,2.5,4.96,Fremont,Entire home/apt,standard,188.0
6,2.0,3.0,1.0,4.68,Minor,Entire home/apt,standard,122.0
4,1.0,4.0,2.0,5.0,Genesee,Entire home/apt,standard,375.0
4,2.0,2.0,1.0,4.82,Leschi,Private room,private,120.0
4,1.0,1.0,1.0,5.0,Pioneer Square,Entire home/apt,standard,246.0
9,3.0,5.0,1.0,4.5,Mount Baker,Entire home/apt,standard,105.0
12,6.0,7.0,5.5,5.0,Broadview,Entire home/apt,standard,947.0
4,1.0,2.0,1.0,4.93,Belltown,Entire home/apt,standard,174.0
2,1.0,1.0,1.0,5.0,Central Business District,Private room,standard,167.0
10,5.0,5.0,3.0,5.0,Mid-Beacon Hill,Entire home/apt,standard,252.0
1,1.0,8.0,16.0,4.76,Central Business District,Shared room,shared,45.0
6,1.0,3.0,1.0,4.75,Belltown,Entire home/apt,standard,102.0
3,0.0,2.0,1.0,5.0,Belltown,Entire home/apt,standard,129.0
6,3.0,3.0,1.5,4.89,Fremont,Entire home/apt,standard,187.0
2,1.0,1.0,1.0,4.95,Loyal Heights,Entire home/apt,standard,100.0
10,3.0,6.0,2.0,4.6,Atlantic,Entire home/apt,standard,373.0
4,1.0,2.0,1.0,4.25,Belltown,Entire home/apt,standard,96.0
6,2.0,3.0,2.0,4.68,North Beacon Hill,Entire home/apt,standard,114.0
6,3.0,3.0,2.0,4.8,Mount Baker,Entire home/apt,standard,363.0
9,3.0,6.0,2.0,5.0,Green Lake,Entire home/apt,standard,235.0
6,2.0,3.0,1.0,4.75,East Queen Anne,Entire home/apt,standard,150.0
6,3.0,4.0,2.0,4.89,Wallingford,Entire home/apt,standard,163.0
4,2.0,2.0,2.5,4.89,Minor,Entire home/apt,standard,130.0
8,4.0,4.0,2.5,5.0,North Beacon Hill,Entire home/apt,standard,240.0
4,1.0,2.0,1.5,4.07,North Queen Anne,Entire home/apt,standard,101.0
6,4.0,4.0,4.0,4.75,University District,Entire home/apt,standard,395.0
6,3.0,4.0,2.5,4.89,Cedar Park,Entire home/apt,standard,180.0
6,3.0,3.0,2.0,4.97,Wedgwood,Entire home/apt,standard,155.0
8,3.0,4.0,2.0,4.5,North Queen Anne,Entire home/apt,standard,288.0
2,1.0,1.0,1.0,5.0,Southeast Magnolia,Private room,private,93.0
2,1.0,1.0,1.0,4.82,Stevens,Private room,shared,75.0
8,4.0,4.0,2.5,4.87,Broadway,Entire home/apt,standard,281.0
16,5.0,14.0,3.5,5.0,Dunlap,Entire home/apt,standard,453.0
8,4.0,4.0,2.5,4.83,North Beacon Hill,Entire home/apt,standard,250.0
2,1.0,1.0,1.5,4.75,Bryant,Entire home/apt,standard,80.0
12,4.0,4.0,3.5,4.92,Atlantic,Entire home/apt,standard,366.0
4,2.0,2.0,1.0,5.0,Whittier Heights,Entire home/apt,standard,121.0
2,1.0,1.0,1.0,5.0,Leschi,Entire home/apt,standard,175.0
2,1.0,1.0,1.0,4.58,Fremont,Private room,shared,44.0
8,3.0,4.0,2.0,4.8,Eastlake,Entire home/apt,standard,330.0
4,1.0,1.0,1.0,4.93,Belltown,Entire home/apt,standard,102.0
4,2.0,2.0,1.0,5.0,Phinney Ridge,Entire home/apt,standard,170.0
6,3.0,3.0,2.0,5.0,West Woodland,Entire home/apt,standard,171.0
2,0.0,1.0,1.0,4.71,Yesler Terrace,Entire home/apt,standard,68.0
6,2.0,2.0,2.0,5.0,Minor,Entire home/apt,standard,198.0
3,1.0,2.0,1.0,4.58,Alki,Entire home/apt,standard,121.0
2,0.0,1.0,1.0,4.82,Yesler Terrace,Entire home/apt,standard,92.0
4,2.0,2.0,2.5,5.0,Southeast Magnolia,Entire home/apt,standard,250.0
3,1.0,2.0,1.0,4.83,Columbia City,Entire home/apt,standard,95.0
6,3.0,3.0,1.0,5.0,South Park,Entire home/apt,standard,181.0
2,0.0,1.0,1.0,4.84,Yesler Terrace,Entire home/apt,standard,101.0
2,1.0,1.0,1.0,4.3,First Hill,Entire home/apt,standard,133.0
4,2.0,3.0,1.0,5.0,Fremont,Entire home/apt,standard,167.0
6,2.0,4.0,2.5,4.81,Broadway,Entire home/apt,standard,155.0
4,2.0,2.0,1.0,4.91,Greenwood,Entire home/apt,standard,175.0
1,1.0,1.0,2.0,5.0,Mid-Beacon Hill,Private room,shared,39.0
4,2.0,2.0,1.5,5.0,Sunset Hill,Entire home/apt,standard,178.0
2,1.0,1.0,1.0,4.38,Wallingford,Private room,private,77.0
2,1.0,1.0,1.0,5.0,Wallingford,Private room,shared,60.0
2,1.0,1.0,1.0,5.0,Wallingford,Private room,shared,75.0
4,1.0,2.0,1.0,4.79,Belltown,Entire home/apt,standard,102.0
5,2.0,3.0,1.0,4.83,Rainier View,Private room,private,88.0
6,3.0,3.0,2.0,5.0,Fairmount Park,Entire home/apt,standard,187.0
6,2.0,3.0,2.0,4.79,Belltown,Entire home/apt,standard,306.0
10,5.0,6.0,3.0,4.79,North Queen Anne,Entire home/apt,standard,348.0
2,1.0,1.0,1.0,4.83,Leschi,Private room,shared,115.0
5,2.0,3.0,1.0,4.97,North Delridge,Entire home/apt,standard,181.0
8,2.0,4.0,2.0,4.5,Fremont,Entire home/apt,standard,220.0
4,2.0,2.0,1.0,5.0,Wedgwood,Entire home/apt,standard,141.0
2,1.0,1.0,1.0,4.85,Yesler Terrace,Entire home/apt,standard,105.0
2,1.0,1.0,1.0,4.83,Yesler Terrace,Entire home/apt,standard,103.0
2,0.0,1.0,1.0,4.79,Yesler Terrace,Entire home/apt,standard,75.0
8,3.0,3.0,2.5,4.88,Leschi,Entire home/apt,standard,158.0
4,2.0,2.0,2.0,4.79,Broadway,Entire home/apt,standard,123.0
5,2.0,2.0,1.5,4.88,South Delridge,Entire home/apt,standard,135.0
6,2.0,3.0,2.0,4.96,Broadway,Entire home/apt,standard,185.0
4,2.0,2.0,1.0,5.0,Fremont,Entire home/apt,standard,157.0
1,1.0,1.0,3.0,5.0,University District,Private room,shared,40.0
6,2.0,3.0,1.5,5.0,Roosevelt,Entire home/apt,standard,227.0
4,2.0,2.0,2.0,5.0,North Beacon Hill,Entire home/apt,standard,195.0
6,3.0,4.0,2.5,4.67,Victory Heights,Entire home/apt,standard,260.0
10,3.0,4.0,3.5,5.0,Broadway,Entire home/apt,standard,235.0
10,3.0,5.0,3.5,5.0,North Beacon Hill,Entire home/apt,standard,202.0
2,1.0,1.0,1.0,4.75,Mount Baker,Entire home/apt,standard,82.0
2,0.0,1.0,1.0,4.8,Yesler Terrace,Entire home/apt,standard,68.0
12,5.0,6.0,1.5,5.0,Atlantic,Entire home/apt,standard,222.0
4,1.0,2.0,1.0,5.0,Mount Baker,Entire home/apt,standard,108.0
12,4.0,5.0,2.0,5.0,Atlantic,Entire home/apt,standard,336.0
12,6.0,6.0,3.0,5.0,South Beacon Hill,Entire home/apt,standard,290.0
4,2.0,2.0,1.0,4.22,Maple Leaf,Entire home/apt,standard,111.0
9,3.0,4.0,1.5,5.0,Broadway,Entire home/apt,standard,180.0
8,3.0,3.0,2.5,5.0,Lower Queen Anne,Entire home/apt,standard,186.0
11,3.0,4.0,2.0,5.0,Atlantic,Entire home/apt,standard,175.0
2,1.0,1.0,1.0,5.0,Wallingford,Private room,standard,95.0
5,2.0,2.0,2.5,4.95,Wallingford,Entire home/apt,standard,216.0
2,1.0,1.0,1.0,4.67,Bryant,Private room,shared,91.0
2,0.0,1.0,1.0,5.0,Belltown,Entire home/apt,standard,125.0
2,1.0,1.0,1.0,5.0,Loyal Heights,Private room,private,87.0
5,2.0,3.0,2.0,4.93,Fremont,Entire home/apt,standard,159.0
5,2.0,4.0,1.0,4.95,Victory Heights,Entire home/apt,standard,110.0
4,2.0,2.0,2.5,4.92,Fairmount Park,Entire home/apt,standard,146.0
2,1.0,1.0,1.0,5.0,Lower Queen Anne,Entire home/apt,standard,114.0
6,2.0,3.0,1.0,4.76,North Admiral,Entire home/apt,standard,166.0
2,1.0,1.0,1.0,5.0,Madison Park,Entire home/apt,standard,138.0
3,1.0,1.0,1.0,4.88,Loyal Heights,Entire home/apt,standard,142.0
2,0.0,1.0,1.0,4.88,Yesler Terrace,Entire home/apt,standard,69.0
2,1.0,1.0,1.0,4.81,Yesler Terrace,Entire home/apt,standard,107.0
4,1.0,2.0,1.0,5.0,Roosevelt,Entire home/apt,standard,110.0
6,3.0,3.0,2.0,5.0,Adams,Entire home/apt,standard,187.0
6,3.0,3.0,2.0,4.75,Stevens,Entire home/apt,standard,440.0
2,1.0,1.0,1.0,4.95,Matthews Beach,Private room,private,120.0
4,0.0,3.0,1.0,4.7,First Hill,Entire home/apt,standard,84.0
2,1.0,1.0,1.0,5.0,Montlake,Private room,private,70.0
14,6.0,7.0,4.5,5.0,Adams,Entire home/apt,standard,501.0
6,2.0,2.0,1.0,4.0,Mid-Beacon Hill,Entire home/apt,standard,259.0
2,1.0,1.0,1.0,3.5,Mid-Beacon Hill,Private room,standard,47.0
6,2.0,2.0,1.5,5.0,High Point,Entire home/apt,standard,249.0
