accommodates,bedrooms,beds,bathrooms,rating,neighbourhood,room_type,bath_type,price
3,1.0,1.0,1.0,4.78,Lower Queen Anne,Entire home/apt,standard,90.0
2,1.0,1.0,1.0,4.53,International District,Private room,shared,135.0
2,1.0,1.0,1.0,4.51,International District,Private room,shared,129.0
2,1.0,1.0,1.0,4.75,International District,Private room,shared,138.0
4,1.0,2.0,1.0,4.99,Fremont,Entire home/apt,standard,214.0
3,1.0,2.0,1.0,4.93,Minor,Private room,private,47.0
7,4.0,4.0,1.5,4.89,University District,Entire home/apt,standard,179.0
8,3.0,4.0,2.0,4.93,West Woodland,Entire home/apt,standard,450.0
4,1.0,3.0,1.0,4.66,Belltown,Entire home/apt,standard,124.0
6,4.0,4.0,2.0,4.86,Columbia City,Entire home/apt,standard,507.0
4,2.0,2.0,1.0,4.93,Alki,Entire home/apt,standard,179.0
3,0.0,1.0,1.0,4.83,Fremont,Entire home/apt,standard,87.0
8,3.0,4.0,2.0,4.57,Fremont,Entire home/apt,standard,189.0
4,1.0,2.0,1.0,4.83,Belltown,Entire home/apt,standard,102.0
6,2.0,3.0,1.0,4.68,Olympic Hills,Entire home/apt,standard,111.0
5,2.0,2.0,1.0,4.57,Olympic Hills,Entire home/apt,standard,111.0
6,2.0,2.0,1.0,4.91,Greenwood,Entire home/apt,standard,85.0
2,1.0,1.0,1.0,4.92,Fairmount Park,Private room,shared,52.0
5,1.0,2.0,1.0,3.5,Fremont,Entire home/apt,standard,120.0
5,2.0,3.0,1.0,4.9,Fairmount Park,Entire home/apt,standard,123.0
4,2.0,3.0,1.0,4.49,Fremont,Entire home/apt,standard,149.0
4,1.0,3.0,1.0,4.47,Fremont,Entire home/apt,standard,150.0
4,2.0,4.0,1.0,5.0,Stevens,Entire home/apt,standard,134.0
2,1.0,2.0,1.0,4.97,Seward Park,Entire home/apt,standard,175.0
2,1.0,1.0,1.0,4.88,Fairmount Park,Private room,shared,52.0
2,1.0,2.0,1.0,4.91,Fairmount Park,Private room,shared,53.0
2,0.0,1.0,1.0,5.0,Belltown,Entire home/apt,standard,150.0
1,1.0,1.0,1.0,5.0,Gatewood,Entire home/apt,standard,68.0
4,2.0,2.0,1.5,5.0,Fremont,Entire home/apt,standard,213.0
10,4.0,5.0,2.5,4.81,Minor,Entire home/apt,standard,286.0
6,3.0,4.0,2.0,4.43,Rainier Beach,Entire home/apt,standard,225.0
2,1.0,1.0,1.0,4.93,Dunlap,Entire home/apt,standard,130.0
4,1.0,3.0,1.0,4.14,University District,Entire home/apt,standard,123.0
2,0.0,1.0,1.0,4.99,West Queen Anne,Entire home/apt,standard,200.0
2,1.0,1.0,1.0,4.61,International District,Private room,shared,139.0
4,1.0,2.0,1.0,4.67,International District,Private room,shared,153.0
2,1.0,1.0,1.0,4.74,International District,Private room,shared,148.0
2,1.0,1.0,1.0,4.58,International District,Private room,shared,138.0
2,1.0,1.0,1.0,4.76,International District,Private room,shared,127.0
3,1.0,1.0,1.0,4.86,First Hill,Entire home/apt,standard,110.0
5,3.0,4.0,2.5,5.0,Minor,Entire home/apt,standard,209.0
8,3.0,3.0,2.5,4.92,East Queen Anne,Entire home/apt,standard,161.0
5,2.0,2.0,1.0,5.0,Bryant,Entire home/apt,standard,125.0
2,1.0,1.0,1.0,5.0,Broadway,Entire home/apt,standard,116.0
2,1.0,1.0,1.0,5.0,East Queen Anne,Entire home/apt,standard,119.0
2,1.0,1.0,1.0,4.95,North Beacon Hill,Private room,private,77.0
4,1.0,2.0,1.0,4.78,Belltown,Entire home/apt,standard,170.0
2,0.0,1.0,1.0,4.86,Broadway,Private room,private,83.0
2,1.0,1.0,1.0,4.85,Broadway,Private room,private,74.0
8,4.0,5.0,3.5,5.0,Broadview,Entire home/apt,standard,613.0
8,3.0,4.0,3.5,4.9,West Queen Anne,Entire home/apt,standard,164.0
2,1.0,1.0,1.0,4.98,West Queen Anne,Entire home/apt,standard,116.0
2,1.0,1.0,1.0,4.64,Broadway,Entire home/apt,standard,99.0
6,3.0,3.0,1.0,4.73,Fremont,Entire home/apt,standard,165.0
2,1.0,1.0,1.0,4.89,Madison Park,Entire home/apt,standard,75.0
3,2.0,3.0,1.0,4.83,East Queen Anne,Entire home/apt,standard,139.0
14,5.0,9.0,3.5,4.85,Mount Baker,Entire home/apt,standard,656.0
1,1.0,1.0,1.0,5.0,North Beacon Hill,Private room,private,62.0
6,2.0,3.0,2.0,4.58,First Hill,Entire home/apt,standard,226.0
1,1.0,1.0,1.0,5.0,West Woodland,Private room,shared,55.0
2,1.0,1.0,1.0,4.94,Fremont,Entire home/apt,standard,128.0
3,0.0,1.0,1.0,4.5,University District,Entire home/apt,standard,110.0
2,1.0,1.0,1.0,4.95,Rainier Beach,Entire home/apt,standard,99.0
6,3.0,3.0,2.0,4.62,North Beacon Hill,Entire home/apt,standard,143.0
2,0.0,1.0,1.0,4.93,Greenwood,Entire home/apt,standard,96.0
4,1.0,2.0,1.0,4.78,Belltown,Entire home/apt,standard,150.0
2,1.0,1.0,1.0,4.0,Broadway,Entire home/apt,standard,135.0
2,1.0,1.0,1.0,3.0,Broadway,Entire home/apt,standard,142.0
2,1.0,1.0,1.0,5.0,Broadway,Entire home/apt,standard,144.0
2,0.0,1.0,1.0,4.7,Mount Baker,Entire home/apt,standard,90.0
4,2.0,2.0,1.5,5.0,Loyal Heights,Entire home/apt,standard,196.0
2,1.0,1.0,1.0,4.82,Broadway,Private room,private,74.0
2,1.0,1.0,1.0,4.87,Broadway,Private room,private,74.0
2,1.0,1.0,1.0,4.87,Broadway,Private room,private,74.0
6,2.0,2.0,2.0,4.92,Pike-Market,Entire home/apt,standard,291.0
2,0.0,1.0,1.0,4.76,Pike-Market,Entire home/apt,standard,90.0
4,2.0,2.0,1.0,4.75,Columbia City,Entire home/apt,standard,535.0
10,3.0,5.0,2.0,4.57,Columbia City,Entire home/apt,standard,127.0
2,1.0,1.0,1.0,5.0,Wallingford,Entire home/apt,standard,70.0
1,1.0,1.0,1.0,5.0,Riverview,Private room,shared,48.0
2,1.0,1.0,1.0,4.9,Belltown,Entire home/apt,standard,136.0
5,2.0,3.0,1.0,4.27,Mount Baker,Entire home/apt,standard,150.0
4,1.0,2.0,1.0,4.83,Riverview,Entire home/apt,standard,125.0
5,3.0,4.0,1.0,4.78,Bryant,Entire home/apt,standard,140.0
2,0.0,1.0,1.0,4.7,Central Business District,Entire home/apt,standard,85.0
8,5.0,6.0,2.5,4.62,Southeast Magnolia,Entire home/apt,standard,185.0
10,4.0,7.0,3.0,4.97,Cedar Park,Entire home/apt,standard,540.0
2,1.0,1.0,1.0,5.0,Adams,Entire home/apt,standard,135.0
6,2.0,3.0,1.0,4.89,Fremont,Entire home/apt,standard,94.0
2,0.0,1.0,1.0,4.33,University District,Entire home/apt,standard,100.0
4,1.0,2.0,1.0,4.82,Belltown,Entire home/apt,standard,102.0
6,3.0,3.0,2.5,4.7,North Queen Anne,Entire home/apt,standard,112.0
4,2.0,2.0,1.0,4.86,Westlake,Entire home/apt,standard,123.0
2,1.0,1.0,1.0,4.95,Atlantic,Private room,private,111.0
5,2.0,2.0,1.0,4.91,Fremont,Entire home/apt,standard,250.0
2,0.0,2.0,1.0,5.0,University District,Entire home/apt,standard,60.0
8,3.0,4.0,3.5,4.72,Atlantic,Entire home/apt,standard,160.0
2,1.0,1.0,1.0,4.98,North Admiral,Entire home/apt,standard,113.0
2,1.0,1.0,1.0,5.0,Lawton Park,Entire home/apt,standard,85.0
2,1.0,1.0,1.0,4.89,Phinney Ridge,Entire home/apt,standard,136.0
2,1.0,1.0,1.0,4.86,North Beach/Blue Ridge,Entire home/apt,standard,119.0
4,0.0,2.0,1.0,4.91,East Queen Anne,Entire home/apt,standard,102.0
4,0.0,2.0,1.0,4.83,Gatewood,Entire home/apt,standard,114.0
4,2.0,2.0,1.0,4.98,Arbor Heights,Entire home/apt,standard,129.0
3,2.0,3.0,1.0,5.0,Columbia City,Entire home/apt,standard,89.0
5,2.0,2.0,2.0,5.0,Adams,Entire home/apt,standard,329.0
3,0.0,1.0,1.0,4.96,Loyal Heights,Entire home/apt,standard,128.0
5,2.0,3.0,2.0,4.94,Broadway,Entire home/apt,standard,139.0
4,1.0,1.0,1.0,4.86,Mid-Beacon Hill,Entire home/apt,standard,40.0
4,2.0,2.0,1.0,4.64,North Beacon Hill,Entire home/apt,standard,139.0
2,1.0,1.0,1.0,4.5,South Lake Union,Entire home/apt,standard,88.0
2,0.0,1.0,1.0,4.82,Victory Heights,Entire home/apt,standard,49.0
4,2.0,3.0,1.5,4.86,North Beach/Blue Ridge,Entire home/apt,standard,124.0
2,1.0,1.0,1.0,5.0,Green Lake,Private room,private,159.0
7,2.0,4.0,2.0,4.9,Belltown,Entire home/apt,standard,214.0
5,2.0,3.0,1.0,4.96,Alki,Entire home/apt,standard,175.0
4,1.0,2.0,1.0,4.84,Fremont,Entire home/apt,standard,122.0
2,0.0,1.0,1.0,4.67,University District,Entire home/apt,standard,98.0
4,2.0,2.0,1.5,4.96,Adams,Private room,standard,175.0
4,1.0,2.0,1.0,4.65,Leschi,Entire home/apt,standard,129.0
4,3.0,4.0,1.0,2.0,Mid-Beacon Hill,Entire home/apt,standard,110.0
4,2.0,2.0,1.0,4.89,West Queen Anne,Entire home/apt,standard,164.0
6,3.0,3.0,2.0,4.75,Minor,Entire home/apt,standard,194.0
4,2.0,2.0,1.0,4.77,Minor,Entire home/apt,standard,134.0
4,3.0,4.0,1.0,5.0,Alki,Entire home/apt,standard,300.0
